cell_type,marker_gene,num_datasets,datasets,avg_score,score_Misharin_Budinger_2018,score_Krasnow_2020,score_Banovich_Kropski_2020,score_Nawijn_2021,score_Barbry_Leroy_2020,score_Teichmann_Meyer_2019,score_Lafyatis_Rojas_2019_10Xv2,score_Meyer_2019,score_Jain_Misharin_2021_10Xv2,score_Seibold_2020_10Xv3,score_Seibold_2020_10Xv2
Endothelial,S1PR1_ENSG00000170989,4,"Banovich_Kropski_2020, Teichmann_Meyer_2019, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.9951705671654381,,,1.0,,,1.0,1.0,0.9806822686617522,,,
Endothelial,SLCO4A1_ENSG00000101187,4,"Misharin_Budinger_2018, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.9951199849538815,0.9819483685967302,,1.0,,,,1.0,0.998531571218796,,,
Endothelial,ARHGEF15_ENSG00000198844,4,"Misharin_Budinger_2018, Nawijn_2021, Teichmann_Meyer_2019, Meyer_2019",0.9919463969557889,1.0,,,0.9699650938733354,,1.0,,0.99782049394982,,,
Endothelial,STXBP6_ENSG00000168952,4,"Misharin_Budinger_2018, Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9911494198988102,0.974292037771154,1.0,1.0,,,,0.9903056418240869,,,,
Endothelial,TEK_ENSG00000120156,4,"Misharin_Budinger_2018, Banovich_Kropski_2020, Teichmann_Meyer_2019, Meyer_2019",0.9909486317481331,0.9637945269925323,,1.0,,,1.0,,1.0,,,
Endothelial,NOSTRIN_ENSG00000163072,4,"Krasnow_2020, Banovich_Kropski_2020, Nawijn_2021, Barbry_Leroy_2020",0.9866473261207889,,1.0,1.0,0.9465893044831555,1.0,,,,,,
Endothelial,LDB2_ENSG00000169744,4,"Misharin_Budinger_2018, Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9832785934561458,0.9331143738245831,1.0,1.0,,,,1.0,,,,
Endothelial,TMEM88_ENSG00000167874,4,"Nawijn_2021, Barbry_Leroy_2020, Teichmann_Meyer_2019, Meyer_2019",0.9778911786046861,,,,0.9980186519052064,1.0,0.9202833169807109,,0.9932627455328271,,,
Endothelial,ADAM15_ENSG00000143537,4,"Misharin_Budinger_2018, Banovich_Kropski_2020, Barbry_Leroy_2020, Lafyatis_Rojas_2019_10Xv2",0.9722341951364043,0.9587684016977313,,1.0,,0.9422567124552071,,0.9879116663926789,,,,
Endothelial,FAM167B_ENSG00000183615,4,"Misharin_Budinger_2018, Nawijn_2021, Barbry_Leroy_2020, Teichmann_Meyer_2019",0.9665983117626006,1.0,,,1.0,1.0,0.8663932470504023,,,,,
Endothelial,PODXL_ENSG00000128567,4,"Misharin_Budinger_2018, Banovich_Kropski_2020, Teichmann_Meyer_2019, Lafyatis_Rojas_2019_10Xv2",0.9588988557998271,0.9989939637826962,,1.0,,,0.8366014594166121,1.0,,,,
Endothelial,JAM2_ENSG00000154721,4,"Misharin_Budinger_2018, Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9567756119889261,0.8964118528063114,1.0,1.0,,,,0.930690595149393,,,,
Endothelial,RASIP1_ENSG00000105538,4,"Misharin_Budinger_2018, Krasnow_2020, Nawijn_2021, Lafyatis_Rojas_2019_10Xv2",0.9419474646615219,0.9700908250553901,1.0,,0.8025798302970575,,,0.9951192032936399,,,,
Endothelial,PALMD_ENSG00000099260,4,"Misharin_Budinger_2018, Krasnow_2020, Banovich_Kropski_2020, Barbry_Leroy_2020",0.9381659595257401,0.8600380972353291,0.9121971879716292,0.9804285528960023,,1.0,,,,,,
Endothelial,F8_ENSG00000185010,4,"Banovich_Kropski_2020, Nawijn_2021, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.9177680328306138,,,1.0,0.7360339558021254,,,0.9975124378109452,0.9375257377093847,,,
Endothelial,GATA2_ENSG00000179348,4,"Misharin_Budinger_2018, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.8725678572182296,0.9404312957122322,,0.9988584474885845,,,,1.0,0.5509816856721014,,,
Endothelial,GSDMD_ENSG00000104518,4,"Krasnow_2020, Banovich_Kropski_2020, Teichmann_Meyer_2019, Lafyatis_Rojas_2019_10Xv2",0.8535449364823897,,0.9214199322090959,0.9489220497469203,,,0.7242799483450254,0.8195578156285173,,,,
Endothelial,SERPINB6_ENSG00000124570,4,"Krasnow_2020, Barbry_Leroy_2020, Teichmann_Meyer_2019, Lafyatis_Rojas_2019_10Xv2",0.7936612507108959,,1.0,,,0.6670913177999167,0.616592138769911,0.8909615462737559,,,,
Endothelial,FLT4_ENSG00000037280,3,"Misharin_Budinger_2018, Teichmann_Meyer_2019, Meyer_2019",1.0,1.0,,,,,1.0,,1.0,,,
Endothelial,PLA1A_ENSG00000144837,3,"Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.9995350999535101,,,0.99860529986053,,,,1.0,1.0,,,
Endothelial,CD93_ENSG00000125810,3,"Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9994088513576984,,1.0,1.0,,,,0.9982265540730951,,,,
Endothelial,FAM110D_ENSG00000197245,3,"Nawijn_2021, Barbry_Leroy_2020, Meyer_2019",0.9987313415777082,,,,1.0,1.0,,,0.9961940247331246,,,
Endothelial,LYVE1_ENSG00000133800,3,"Misharin_Budinger_2018, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.9960404179366336,0.9889146070006474,,,,,,1.0,0.9992066468092533,,,
Endothelial,ACVRL1_ENSG00000139567,3,"Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9935889674668168,,1.0,1.0,,,,0.9807669024004503,,,,
Endothelial,GATA2-AS1,3,"Misharin_Budinger_2018, Teichmann_Meyer_2019, Meyer_2019",0.9914542742946498,1.0,,,,,1.0,,0.9743628228839496,,,
Endothelial,GIMAP7_ENSG00000179144,3,"Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9887673187813476,,1.0,0.9663019563440427,,,,1.0,,,,
Endothelial,MARCKSL1_ENSG00000175130,3,"Krasnow_2020, Banovich_Kropski_2020, Barbry_Leroy_2020",0.9785142649640841,,0.9989451476793249,0.9365976472129277,,1.0,,,,,,
Endothelial,FAM107A_ENSG00000168309,3,"Misharin_Budinger_2018, Krasnow_2020, Banovich_Kropski_2020",0.9750903816177839,0.925271144853352,1.0,1.0,,,,,,,,
Endothelial,GPR4_ENSG00000177464,3,"Misharin_Budinger_2018, Teichmann_Meyer_2019, Meyer_2019",0.9744078788442484,0.9232236365327454,,,,,1.0,,1.0,,,
Endothelial,TMEM255B_ENSG00000184497,3,"Nawijn_2021, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.9705766090298199,,,,0.9266223157837897,,,0.9879244127141208,0.9971830985915493,,,
Endothelial,ICAM2_ENSG00000108622,3,"Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9627455397281937,,0.9867856975610586,0.9495665785956778,,,,0.9518843430278444,,,,
Endothelial,CCL21_ENSG00000137077,3,"Banovich_Kropski_2020, Teichmann_Meyer_2019, Lafyatis_Rojas_2019_10Xv2",0.953289394272876,,,1.0,,,0.8598681828186278,1.0,,,,
Endothelial,DKK2_ENSG00000155011,3,"Misharin_Budinger_2018, Teichmann_Meyer_2019, Meyer_2019",0.9406415004819517,1.0,,,,,0.9252005702525516,,0.8967239311933034,,,
Endothelial,WARS1_ENSG00000140105,3,"Krasnow_2020, Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",0.9370242219798253,,0.9748604385825163,1.0,,,,0.8362122273569598,,,,
Endothelial,ADM5_ENSG00000224420,3,"Nawijn_2021, Barbry_Leroy_2020, Meyer_2019",0.9369776018846939,,,,0.9980316169085022,1.0,,,0.8129011887455796,,,
Endothelial,ITM2A_ENSG00000078596,3,"Misharin_Budinger_2018, Krasnow_2020, Banovich_Kropski_2020",0.9335329558169602,0.9017874074801027,1.0,0.8988114599707776,,,,,,,,
Endothelial,KDR_ENSG00000128052,3,"Nawijn_2021, Teichmann_Meyer_2019, Meyer_2019",0.9197820131831752,,,,0.9698893460065258,,0.8148840157692954,,0.9745726777737044,,,
Endothelial,RAB11A_ENSG00000103769,3,"Krasnow_2020, Teichmann_Meyer_2019, Lafyatis_Rojas_2019_10Xv2",0.9104592958984822,,0.9849510910458991,,,,0.8026489158968769,0.9437778807526707,,,,
Endothelial,KANK3_ENSG00000186994,3,"Nawijn_2021, Teichmann_Meyer_2019, Meyer_2019",0.9036240710028295,,,,0.9604084321475624,,1.0,,0.750463780860926,,,
Endothelial,PLK2_ENSG00000145632,3,"Krasnow_2020, Barbry_Leroy_2020, Teichmann_Meyer_2019",0.8533159205623919,,0.9281289394358172,,,0.9475007159764609,0.6843181062748974,,,,,
Endothelial,MYH9_ENSG00000100345,3,"Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2, Meyer_2019",0.8286940968997362,,,0.906737171308314,,,,0.8293588182728845,0.74998630111801,,,
Endothelial,FKBP1A_ENSG00000088832,3,"Krasnow_2020, Nawijn_2021, Jain_Misharin_2021_10Xv2",0.8112253125932001,,0.9538461538461539,,0.8474446252119147,,,,,0.6323851587215316,,
Endothelial,RALA_ENSG00000006451,3,"Krasnow_2020, Banovich_Kropski_2020, Teichmann_Meyer_2019",0.8098452122403471,,1.0,1.0,,,0.4295356367210412,,,,,
Endothelial,HLA-E_ENSG00000204592,3,"Krasnow_2020, Lafyatis_Rojas_2019_10Xv2, Jain_Misharin_2021_10Xv2",0.7980761346281849,,0.9286308071545912,,,,,0.8808751913555536,,0.5847224053744097,,
Endothelial,GUK1_ENSG00000143774,3,"Krasnow_2020, Barbry_Leroy_2020, Jain_Misharin_2021_10Xv2",0.7373067900450021,,0.8901868528067546,,,0.7984723307096077,,,,0.523261186618644,,
Endothelial,SNAP23_ENSG00000092531,3,"Banovich_Kropski_2020, Nawijn_2021, Lafyatis_Rojas_2019_10Xv2",0.7271128007435252,,,0.9197766224644183,0.4384430540552687,,,0.8231187257108887,,,,
Endothelial,HNRNPM_ENSG00000099783,3,"Teichmann_Meyer_2019, Meyer_2019, Jain_Misharin_2021_10Xv2",0.4857778683209593,,,,,,0.40911238295029495,,0.23046012449644873,0.8177610975161343,,
Endothelial,ITGA6_ENSG00000091409,2,"Banovich_Kropski_2020, Barbry_Leroy_2020",1.0,,,1.0,,1.0,,,,,,
Endothelial,ELK3_ENSG00000111145,2,"Banovich_Kropski_2020, Barbry_Leroy_2020",1.0,,,1.0,,1.0,,,,,,
Endothelial,GBP4_ENSG00000162654,2,"Krasnow_2020, Banovich_Kropski_2020",1.0,,1.0,1.0,,,,,,,,
Endothelial,VIPR1_ENSG00000114812,2,"Krasnow_2020, Banovich_Kropski_2020",1.0,,1.0,1.0,,,,,,,,
Endothelial,SHANK3_ENSG00000251322,2,"Misharin_Budinger_2018, Meyer_2019",1.0,1.0,,,,,,,1.0,,,
Endothelial,MEOX1_ENSG00000005102,2,"Nawijn_2021, Barbry_Leroy_2020",1.0,,,,1.0,1.0,,,,,,
Endothelial,SLC6A4_ENSG00000108576,2,"Krasnow_2020, Banovich_Kropski_2020",1.0,,1.0,1.0,,,,,,,,
Endothelial,GIMAP8_ENSG00000171115,2,"Banovich_Kropski_2020, Lafyatis_Rojas_2019_10Xv2",1.0,,,1.0,,,,1.0,,,,
Endothelial,DNASE1L3_ENSG00000163687,2,"Misharin_Budinger_2018, Meyer_2019",0.9989898989898991,0.9979797979797981,,,,,,,1.0,,,
Endothelial,RNASE1_ENSG00000129538,2,"Nawijn_2021, Barbry_Leroy_2020",0.9987790888233365,,,,0.9994100294985251,0.9981481481481481,,,,,,
Endothelial,TNFSF10_ENSG00000121858,2,"Krasnow_2020, Banovich_Kropski_2020",0.9974861739567622,,0.9949723479135244,1.0,,,,,,,,
Endothelial,CPLX1_ENSG00000168993,2,"Nawijn_2021, Meyer_2019",0.9971530200150891,,,,0.9966048906048907,,,,0.9977011494252874,,,
Endothelial,HEY1_ENSG00000164683,2,"Banovich_Kropski_2020, Meyer_2019",0.9956612604806945,,,1.0,,,,,0.991322520961389,,,
Endothelial,RAPGEF4_ENSG00000091428,2,"Misharin_Budinger_2018, Nawijn_2021",0.9944275582573454,0.9888551165146909,,,1.0,,,,,,,
Endothelial,GIPC2_ENSG00000137960,2,"Teichmann_Meyer_2019, Meyer_2019",0.9933402346445825,,,,,,1.0,,0.986680469289165,,,
Endothelial,GIMAP1_ENSG00000213203,2,"Krasnow_2020, Lafyatis_Rojas_2019_10Xv2",0.9925668047388232,,0.9851336094776464,,,,,1.0,,,,
Endothelial,CCL23_ENSG00000274736,2,"Nawijn_2021, Lafyatis_Rojas_2019_10Xv2",0.9922861150070126,,,,1.0,,,0.9845722300140253,,,,
Endothelial,LPAR6_ENSG00000139679,2,"Barbry_Leroy_2020, Lafyatis_Rojas_2019_10Xv2",0.9911265432098766,,,,,1.0,,0.9822530864197531,,,,
Endothelial,CD36_ENSG00000135218,2,"Krasnow_2020, Banovich_Kropski_2020",0.9869070825211177,,1.0,0.9738141650422353,,,,,,,,
Endothelial,LIFR_ENSG00000113594,2,"Krasnow_2020, Barbry_Leroy_2020",0.9856190038044288,,0.9712380076088577,,,1.0,,,,,,
Endothelial,SEMA3F_ENSG00000001617,2,"Misharin_Budinger_2018, Meyer_2019",0.9855903026486001,0.9711806052972003,,,,,,,1.0,,,
Endothelial,SHE_ENSG00000169291,2,"Banovich_Kropski_2020, Nawijn_2021",0.9854541995589701,,,1.0,0.9709083991179401,,,,,,,
Endothelial,SMAD6_ENSG00000137834,2,"Misharin_Budinger_2018, Banovich_Kropski_2020",0.98410666342416,0.96821332684832,,1.0,,,,,,,,
